Operation;Request time;Response time;#NAME?;the average request time;#VALUE!
SetDeliveryAddress;29/3/2023 18:40:51.011;29.03.23 18:40;;;
GetPaymentMethods;29.03.23 18:53;29.03.23 18:53;;;
GetPaymentMethods;29.03.23 19:06;29.03.23 19:06;;;
SetPayment;29.03.23 19:19;29.03.23 19:19;;;
GetTrackingData;29.03.23 19:32;29.03.23 19:32;;;
SetPayment;29.03.23 19:45;29.03.23 19:45;;;
GetPaymentList;29.03.23 19:57;29.03.23 19:57;;;
ModifyItem;29.03.23 20:23;29.03.23 20:23;;;
SendNotification;29/3/2023 20:36:32.081;29.03.23 20:36;;;
SetPayment;29.03.23 20:49;29.03.23 20:49;;;
SetPayment;29.03.23 21:02;29.03.23 21:02;;;
GetItemList;29.03.23 21:15;29.03.23 21:15;;;
SendNotification;29/3/2023 21:27:57.001;29.03.23 21:27;;;
GetOrderList;29.03.23 21:40;29.03.23 21:40;;;
GetPaymentList;29.03.23 21:53;29.03.23 21:53;;;
AddItemToOrder;29.03.23 22:19;29.03.23 22:19;;;
Login;29.03.23 22:32;29.03.23 22:32;;;
GetItem;29.03.23 22:45;29.03.23 22:45;;;
ModifyOrder;29.03.23 22:57;29.03.23 22:57;;;
Login;29.03.23 23:10;29.03.23 23:10;;;
AddItemToOrder;29/3/2023 23:23:38.071;29.03.23 23:23;;;
GetOrder;30.03.23 00:02;30.03.23 00:02;;;
AddItemToOrder;30.03.23 00:15;30.03.23 00:15;;;
ModifyOrder;30.03.23 00:27;30.03.23 00:28;;;
GetPaymentMethods;30.03.23 01:06;30.03.23 01:06;;;
GetOrderList;30.03.23 01:19;30.03.23 01:19;;;
GetPaymentList;30.03.23 01:45;30.03.23 01:45;;;
GetItemList;30.03.23 01:57;30.03.23 01:57;;;
GetOrder;30/3/2023 02:10:44.061;30.03.23 02:10;;;
GetItem;30.03.23 02:23;30.03.23 02:23;;;
AddItemToOrder;30.03.23 02:36;30.03.23 02:36;;;
GetPaymentList;30.03.23 02:49;30.03.23 02:49;;;
ModifyItem;30.03.23 03:02;30.03.23 03:02;;;
GetPaymentMethods;30.03.23 03:15;30.03.23 03:15;;;
SetDeliveryAddress;30.03.23 03:27;30.03.23 03:27;;;
GetItem;30.03.23 03:40;30.03.23 03:40;;;
GetPaymentMethods;30.03.23 03:53;30.03.23 03:53;;;
Login;30.03.23 04:06;30.03.23 04:06;;;
GetOrderList;30.03.23 04:19;30.03.23 04:19;;;
GetPaymentMethods;30.03.23 04:32;30.03.23 04:32;;;
SendNotification;30.03.23 04:44;30.03.23 04:44;;;
SendNotification;30/3/2023 04:57:50.051;30.03.23 04:57;;;
SetDeliveryAddress;30.03.23 05:10;30.03.23 05:10;;;
GetOrder;30.03.23 05:23;30.03.23 05:23;;;
GetOrderList;30.03.23 05:36;30.03.23 05:36;;;
GetTrackingData;30.03.23 05:49;30.03.23 05:49;;;
ModifyItem;30.03.23 06:02;30.03.23 06:02;;;
GetPaymentMethods;30.03.23 06:14;30.03.23 06:14;;;
GetPaymentMethods;30.03.23 06:27;30.03.23 06:27;;;
SetDeliveryAddress;30.03.23 06:40;30.03.23 06:40;;;
ModifyOrder;30.03.23 06:53;30.03.23 06:53;;;
SetDeliveryAddress;30.03.23 07:06;30.03.23 07:06;;;
GetOrder;30.03.23 07:19;30.03.23 07:19;;;
GetItem;30.03.23 07:32;30.03.23 07:32;;;
GetPaymentMethods;30.03.23 07:57;30.03.23 07:57;;;
GetOrderList;30.03.23 08:10;30.03.23 08:10;;;
ModifyOrder;30.03.23 08:36;30.03.23 08:36;;;
ModifyItem;30.03.23 09:02;30.03.23 09:02;;;
SetPayment;30.03.23 09:14;30.03.23 09:14;;;
GetOrder;30.03.23 09:27;30.03.23 09:27;;;
AddItemToOrder;30.03.23 09:40;30.03.23 09:40;;;
GetOrder;30.03.23 09:53;30.03.23 09:53;;;
ModifyOrder;30.03.23 10:06;30.03.23 10:06;;;
GetPaymentMethods;30/3/2023 10:32:02.031;30.03.23 10:32;;;
GetTrackingData;30.03.23 10:44;30.03.23 10:44;;;
SendNotification;30.03.23 10:57;30.03.23 10:57;;;
GetOrder;30.03.23 11:10;30.03.23 11:10;;;
SetPayment;30.03.23 11:23;30.03.23 11:23;;;
GetItemList;30.03.23 11:36;30.03.23 11:36;;;
ModifyOrder;30.03.23 11:49;30.03.23 11:49;;;
ModifyOrder;30.03.23 12:02;30.03.23 12:02;;;
AddItemToOrder;30.03.23 12:14;30.03.23 12:14;;;
SetPayment;30.03.23 12:27;30.03.23 12:27;;;
GetItemList;30.03.23 12:40;30.03.23 12:40;;;
GetPaymentMethods;30.03.23 12:53;30.03.23 12:53;;;
ModifyItem;30.03.23 13:06;30.03.23 13:06;;;
GetPaymentMethods;30/3/2023 13:19:08.021;30.03.23 13:19;;;
ModifyItem;30.03.23 13:31;30.03.23 13:32;;;
GetPaymentMethods;30.03.23 13:44;30.03.23 13:44;;;
GetTrackingData;30.03.23 13:57;30.03.23 13:57;;;
ModifyOrder;30.03.23 14:10;30.03.23 14:10;;;
GetOrderList;30.03.23 14:23;30.03.23 14:23;;;
GetPaymentList;30.03.23 14:36;30.03.23 14:36;;;
ModifyItem;30.03.23 14:49;30.03.23 14:49;;;
SendNotification;30.03.23 15:01;30.03.23 15:01;;;
Login;30/3/2023 15:14:49.091;30.03.23 15:14;;;
GetPaymentList;30.03.23 15:27;30.03.23 15:27;;;
GetOrderList;30.03.23 15:40;30.03.23 15:40;;;
ModifyOrder;30.03.23 15:53;30.03.23 15:53;;;
GetPaymentList;30/3/2023 16:06:14.011;30.03.23 16:06;;;
SendNotification;30.03.23 16:19;30.03.23 16:19;;;
AddItemToOrder;30.03.23 16:31;30.03.23 16:31;;;
GetItem;30.03.23 16:44;30.03.23 16:44;;;
Login;30.03.23 16:57;30.03.23 16:57;;;
ModifyOrder;30.03.23 17:10;30.03.23 17:10;;;
GetPaymentList;30.03.23 17:23;30.03.23 17:23;;;
GetOrderList;30.03.23 17:36;30.03.23 17:36;;;
ModifyOrder;30.03.23 17:49;30.03.23 17:49;;;
GetPaymentList;30/3/2023 18:01:55.081;30.03.23 18:01;;;
GetPaymentMethods;30.03.23 18:14;30.03.23 18:14;;;
SetDeliveryAddress;30.03.23 18:27;30.03.23 18:27;;;
GetOrderList;30.03.23 18:40;30.03.23 18:40;;;
GetOrderList;30/3/2023 18:53:20.001;30.03.23 18:53;;;
SetPayment;30.03.23 19:06;30.03.23 19:06;;;
GetOrder;30.03.23 19:19;30.03.23 19:19;;;
GetOrder;30.03.23 19:31;30.03.23 19:31;;;
AddItemToOrder;30.03.23 19:44;30.03.23 19:44;;;
GetPaymentList;30.03.23 19:57;30.03.23 19:57;;;
GetPaymentMethods;30.03.23 20:10;30.03.23 20:10;;;
GetItem;30.03.23 20:23;30.03.23 20:23;;;
AddItemToOrder;30.03.23 20:36;30.03.23 20:36;;;
GetPaymentList;30/3/2023 20:49:01.071;30.03.23 20:49;;;
GetItem;30.03.23 21:27;30.03.23 21:27;;;
GetPaymentMethods;30.03.23 21:53;30.03.23 21:53;;;
GetPaymentList;30.03.23 22:06;30.03.23 22:06;;;
AddItemToOrder;30.03.23 22:18;30.03.23 22:19;;;
ModifyOrder;30.03.23 22:31;30.03.23 22:31;;;
Login;30.03.23 22:44;30.03.23 22:44;;;
ModifyItem;30.03.23 22:57;30.03.23 22:57;;;
AddItemToOrder;30.03.23 23:10;30.03.23 23:10;;;
GetItemList;30.03.23 23:23;30.03.23 23:23;;;
GetPaymentMethods;30/3/2023 23:36:07.061;30.03.23 23:36;;;
GetItemList;30.03.23 23:48;30.03.23 23:48;;;
GetTrackingData;31.03.23 00:01;31.03.23 00:01;;;
GetOrderList;31.03.23 00:14;31.03.23 00:14;;;
GetTrackingData;31.03.23 00:27;31.03.23 00:27;;;
SetPayment;31.03.23 00:40;31.03.23 00:40;;;
SetDeliveryAddress;31.03.23 00:53;31.03.23 00:53;;;
ModifyItem;31.03.23 01:06;31.03.23 01:06;;;
GetItemList;31.03.23 01:18;31.03.23 01:18;;;
SetPayment;31.03.23 01:31;31.03.23 01:31;;;
GetPaymentMethods;31.03.23 01:44;31.03.23 01:44;;;
GetTrackingData;31.03.23 01:57;31.03.23 01:57;;;
SetPayment;31/3/2023 02:23:13.051;31.03.23 02:23;;;
GetPaymentList;31.03.23 02:36;31.03.23 02:36;;;
SetDeliveryAddress;31.03.23 02:48;31.03.23 02:48;;;
SendNotification;31.03.23 03:01;31.03.23 03:01;;;
GetOrderList;31.03.23 03:14;31.03.23 03:14;;;
ModifyItem;31.03.23 03:27;31.03.23 03:27;;;
ModifyOrder;31.03.23 03:53;31.03.23 03:53;;;
GetPaymentMethods;31.03.23 04:06;31.03.23 04:06;;;
GetPaymentMethods;31.03.23 04:18;31.03.23 04:18;;;
GetPaymentList;31.03.23 04:31;31.03.23 04:31;;;
GetOrderList;31.03.23 04:44;31.03.23 04:44;;;
GetItemList;31.03.23 04:57;31.03.23 04:57;;;
ModifyItem;31/3/2023 05:10:19.041;31.03.23 05:10;;;
SetPayment;31.03.23 05:23;31.03.23 05:23;;;
GetTrackingData;31.03.23 05:36;31.03.23 05:36;;;
GetOrder;31.03.23 05:48;31.03.23 05:48;;;
AddItemToOrder;31.03.23 06:01;31.03.23 06:01;;;
Login;31.03.23 06:14;31.03.23 06:14;;;
GetItemList;31.03.23 06:27;31.03.23 06:27;;;
GetPaymentMethods;31.03.23 06:40;31.03.23 06:40;;;
SendNotification;31.03.23 06:53;31.03.23 06:53;;;
SetPayment;31.03.23 07:06;31.03.23 07:06;;;
GetOrderList;31.03.23 07:44;31.03.23 07:44;;;
GetPaymentList;31/3/2023 07:57:25.031;31.03.23 07:57;;;
SetPayment;31.03.23 08:10;31.03.23 08:10;;;
ModifyItem;31.03.23 08:23;31.03.23 08:23;;;
GetItemList;31.03.23 08:35;31.03.23 08:35;;;
GetOrderList;31.03.23 08:48;31.03.23 08:48;;;
GetOrder;31.03.23 09:01;31.03.23 09:01;;;
ModifyOrder;31.03.23 09:14;31.03.23 09:14;;;
SetDeliveryAddress;31.03.23 09:40;31.03.23 09:40;;;
GetItem;31.03.23 09:53;31.03.23 09:53;;;
GetItem;31.03.23 10:05;31.03.23 10:05;;;
ModifyOrder;31.03.23 10:18;31.03.23 10:18;;;
GetPaymentList;31.03.23 10:31;31.03.23 10:31;;;
GetPaymentList;31/3/2023 10:44:31.021;31.03.23 10:44;;;
ModifyOrder;31.03.23 10:57;31.03.23 10:57;;;
ModifyItem;31.03.23 11:10;31.03.23 11:10;;;
AddItemToOrder;31.03.23 11:23;31.03.23 11:23;;;
GetItem;31.03.23 11:35;31.03.23 11:35;;;
GetItem;31.03.23 12:01;31.03.23 12:01;;;
ModifyOrder;31.03.23 12:14;31.03.23 12:14;;;
GetPaymentList;31.03.23 12:27;31.03.23 12:27;;;
ModifyItem;31/3/2023 12:40:12.091;31.03.23 12:40;;;
GetItemList;31.03.23 12:53;31.03.23 12:53;;;
SendNotification;31.03.23 13:05;31.03.23 13:05;;;
GetOrder;31.03.23 13:18;31.03.23 13:18;;;
GetPaymentList;31/3/2023 13:31:37.011;31.03.23 13:31;;;
GetItem;31.03.23 13:44;31.03.23 13:44;;;
GetOrderList;31.03.23 13:57;31.03.23 13:57;;;
ModifyOrder;31.03.23 14:23;31.03.23 14:23;;;
GetItemList;31.03.23 14:35;31.03.23 14:35;;;
SetPayment;31.03.23 14:48;31.03.23 14:48;;;
ModifyItem;31.03.23 15:01;31.03.23 15:01;;;
SetDeliveryAddress;31.03.23 15:14;31.03.23 15:14;;;
SetPayment;31/3/2023 15:27:18.081;31.03.23 15:27;;;
SetDeliveryAddress;31.03.23 15:40;31.03.23 15:40;;;
ModifyItem;31.03.23 15:53;31.03.23 15:53;;;
AddItemToOrder;05.01.23 22:37;###############################################################################################################################################################################################################################################################;;;
GetOrderList;07.01.23 17:40;0/1/1900 00:00:00.000;;;
GetPaymentMethods;17.01.23 23:37;0/1/1900 00:00:00.000;;;
ModifyOrder;###############################################################################################################################################################################################################################################################;0/1/1900 00:00:00.000;;;
GetItem;07.03.23 15:10;0/3/2023 15:10:29.547;;;
GetPaymentMethods;01.01.23 10:38;1/1/2023 10:38:57.057;;;
GetPaymentMethods;01.01.23 11:30;1/1/2023 11:30:23.000;;;
AddItemToOrder;1/1/2023 11:56:04.070;1/1/2023 11:56:05.087;;;
GetPaymentMethods;01.01.23 13:00;1/1/2023 13:00:21.003;;;
GetOrder;01.01.23 15:21;1/1/2023 15:21:44.083;;;
GetItem;01.01.23 18:21;1/1/2023 18:21:41.070;;;
GetOrder;01.01.23 18:47;1/1/2023 18:47:24.097;;;
GetOrder;01.02.23 00:23;1/2/2023 00:23:20.090;;;
GetPaymentMethods;01.02.23 02:57;1/2/2023 02:57:35.017;;;
SetDeliveryAddress;01.02.23 04:14;1/2/2023 04:14:42.080;;;
SendNotification;01.02.23 10:40;1/2/2023 10:40:20.080;;;
AddItemToOrder;01.02.23 13:27;1/2/2023 13:27:26.037;;;
Login;01.02.23 16:40;1/2/2023 16:40:13.054;;;
ModifyItem;01.02.23 17:57;1/2/2023 17:57:27.050;;;
GetItemList;01.02.23 18:10;1/2/2023 18:10:13.014;;;
GetItemList;01.02.23 18:48;1/2/2023 18:48:46.070;;;
ModifyItem;01.02.23 22:27;1/2/2023 22:27:24.030;;;
GetItemList;01.03.23 04:42;1/3/2023 04:42:53.067;;;
GetPaymentMethods;01.03.23 07:17;1/3/2023 07:17:08.077;;;
ModifyOrder;01.03.23 08:21;1/3/2023 08:21:30.060;;;
GetPaymentMethods;01.03.23 15:51;1/3/2023 15:51:18.027;;;
AddItemToOrder;01.03.23 17:08;1/3/2023 17:08:25.024;;;
GetOrderList;01.03.23 17:34;1/3/2023 17:34:07.000;;;
SendNotification;01.03.23 20:21;1/3/2023 20:21:14.007;;;
SetDeliveryAddress;01.03.23 22:42;1/3/2023 22:42:37.087;;;
GetItemList;01.03.23 23:21;1/3/2023 23:21:11.010;;;
GetTrackingData;10.01.23 03:05;10/1/2023 03:05:44.097;;;
ModifyOrder;10.01.23 03:57;10/1/2023 03:57:17.083;;;
SetPayment;10.01.23 09:05;10/1/2023 09:05:39.003;;;
SetDeliveryAddress;10.01.23 09:44;10/1/2023 09:44:12.093;;;
AddItemToOrder;10.01.23 10:35;10/1/2023 10:35:37.030;;;
ModifyItem;10.01.23 10:48;10/1/2023 10:48:36.027;;;
SetPayment;10.01.23 11:27;10/1/2023 11:27:02.017;;;
GetTrackingData;10.01.23 11:39;10/1/2023 11:39:53.097;;;
SetPayment;10.01.23 11:52;10/1/2023 11:52:45.010;;;
Login;10.01.23 12:44;10/1/2023 12:44:10.063;;;
ModifyOrder;10.01.23 13:35;10/1/2023 13:35:42.083;;;
GetTrackingData;10.01.23 14:01;10/1/2023 14:01:17.010;;;
ModifyItem;10.01.23 21:31;10/1/2023 21:31:10.043;;;
GetPaymentList;10.01.23 22:09;10/1/2023 22:09:43.033;;;
GetOrder;10.02.23 02:02;10/2/2023 02:02:50.020;;;
SetDeliveryAddress;10.02.23 06:58;10/2/2023 06:58:28.077;;;
Login;10.02.23 10:49;10/2/2023 10:49:51.017;;;
GetOrder;10/2/2023 15:58:19.070;10/2/2023 15:58:20.054;;;
Login;10.02.23 16:49;10/2/2023 16:49:44.007;;;
GetPaymentMethods;10.02.23 21:06;10/2/2023 21:06:50.007;;;
GetItemList;10.03.23 00:22;10/3/2023 00:22:29.041;;;
GetPaymentMethods;10.03.23 03:09;10/3/2023 03:09:34.081;;;
SetDeliveryAddress;10.03.23 05:43;10/3/2023 05:43:50.074;;;
GetOrder;10.03.23 05:56;10/3/2023 05:56:41.021;;;
AddItemToOrder;10.03.23 06:48;10/3/2023 06:48:06.007;;;
SetPayment;10.03.23 07:52;10/3/2023 07:52:22.057;;;
GetItemList;10.03.23 09:35;10/3/2023 09:35:12.047;;;
GetPaymentMethods;10.03.23 10:39;10/3/2023 10:39:28.047;;;
GetOrder;10.03.23 18:35;10/3/2023 18:35:03.007;;;
GetPaymentList;10.03.23 20:43;10/3/2023 20:43:35.007;;;
AddItemToOrder;10.03.23 22:52;10/3/2023 22:52:08.091;;;
SetPayment;11/1/2023 00:05:24.020;11/1/2023 00:05:25.037;;;
GetPaymentList;11.01.23 02:39;11/1/2023 02:39:39.030;;;
AddItemToOrder;11.01.23 04:22;11/1/2023 04:22:29.053;;;
Login;11.01.23 09:05;11/1/2023 09:05:17.047;;;
GetTrackingData;11.01.23 09:56;11/1/2023 09:56:42.033;;;
ModifyItem;11/1/2023 10:22:23.060;11/1/2023 10:22:30.010;;;
SetDeliveryAddress;11.01.23 10:48;11/1/2023 10:48:06.003;;;
SetPayment;11.01.23 11:39;11/1/2023 11:39:31.090;;;
GetPaymentList;11.01.23 15:05;11/1/2023 15:05:11.070;;;
ModifyOrder;11/1/2023 15:56:35.040;11/1/2023 15:56:45.023;;;
SetPayment;11.01.23 19:47;11/1/2023 19:47:58.080;;;
Login;11.01.23 21:56;11/1/2023 21:56:31.080;;;
AddItemToOrder;11.02.23 03:58;11/2/2023 03:58:09.017;;;
GetPaymentMethods;11.02.23 04:49;11/2/2023 04:49:33.037;;;
GetOrder;11/2/2023 05:53:49.020;11/2/2023 05:53:50.070;;;
GetItem;11.02.23 06:06;11/2/2023 06:06:41.000;;;
GetItemList;11.02.23 07:10;11/2/2023 07:10:57.017;;;
GetOrder;11.02.23 07:23;11/2/2023 07:23:49.047;;;
GetPaymentMethods;11.02.23 07:36;11/2/2023 07:36:39.077;;;
SetDeliveryAddress;11.02.23 08:15;11/2/2023 08:15:13.017;;;
GetOrderList;11.02.23 09:19;11/2/2023 09:19:30.034;;;
SendNotification;11.02.23 09:58;11/2/2023 09:58:03.090;;;
AddItemToOrder;11.02.23 12:32;11/2/2023 12:32:18.067;;;
GetTrackingData;11.02.23 12:57;11/2/2023 12:58:00.044;;;
GetTrackingData;11/2/2023 13:23:42.070;11/2/2023 13:23:43.037;;;
Login;11.02.23 15:57;11/2/2023 15:57:58.080;;;
SetPayment;11.02.23 17:40;11/2/2023 17:40:48.037;;;
SendNotification;11.02.23 17:53;11/2/2023 17:53:39.000;;;
SetPayment;11.02.23 18:19;11/2/2023 18:19:21.010;;;
GetTrackingData;11.02.23 18:32;11/2/2023 18:32:12.057;;;
Login;11.02.23 18:45;11/2/2023 18:45:03.054;;;
ModifyItem;11.02.23 20:40;11/2/2023 20:40:51.007;;;
ModifyItem;11.02.23 22:36;11/2/2023 22:36:33.027;;;
GetPaymentMethods;11.03.23 02:30;11/3/2023 02:30:38.084;;;
ModifyItem;11.03.23 03:47;11/3/2023 03:47:46.031;;;
GetTrackingData;11.03.23 04:26;11/3/2023 04:26:19.037;;;
SetDeliveryAddress;11.03.23 08:43;11/3/2023 08:43:24.037;;;
SetPayment;11.03.23 12:47;11/3/2023 12:47:37.024;;;
GetPaymentMethods;11.03.23 13:00;11/3/2023 13:00:29.021;;;
Login;11/3/2023 16:38:59.031;11/3/2023 16:39:00.047;;;
GetPaymentList;11.03.23 17:04;11/3/2023 17:04:43.057;;;
ModifyOrder;11.03.23 17:17;11/3/2023 17:17:36.004;;;
GetPaymentList;11.03.23 19:38;11/3/2023 19:38:57.051;;;
SetDeliveryAddress;12/1/2023 00:17:53.010;12/1/2023 00:17:54.093;;;
GetPaymentMethods;12.01.23 06:17;12/1/2023 06:17:49.050;;;
GetOrder;12/1/2023 07:47:46.060;12/1/2023 07:47:46.077;;;
AddItemToOrder;12.01.23 11:00;12/1/2023 11:00:36.027;;;
GetPaymentList;12.01.23 13:09;12/1/2023 13:09:07.010;;;
GetPaymentList;12.01.23 14:13;12/1/2023 14:13:23.027;;;
GetOrder;12.01.23 16:47;12/1/2023 16:47:38.070;;;
GetTrackingData;12.01.23 21:30;12/1/2023 21:30:26.080;;;
AddItemToOrder;12.01.23 23:13;12/1/2023 23:13:16.037;;;
SetPayment;12.02.23 01:49;12/2/2023 01:49:15.060;;;
GetPaymentMethods;12.02.23 02:40;12/2/2023 02:40:39.047;;;
ModifyItem;12.02.23 03:06;12/2/2023 03:06:27.057;;;
GetItemList;12.02.23 05:02;12/2/2023 05:02:03.044;;;
SetPayment;12.02.23 11:14;12/2/2023 11:14:48.047;;;
ModifyItem;12.02.23 13:23;12/2/2023 13:23:26.080;;;
GetItem;12.02.23 17:40;12/2/2023 17:40:25.047;;;
SetPayment;12.02.23 19:36;12/2/2023 19:36:07.067;;;
GetItem;12.02.23 21:06;12/2/2023 21:06:05.010;;;
ModifyOrder;12.03.23 00:21;12/3/2023 00:21:51.011;;;
Login;12.03.23 01:25;12/3/2023 01:26:01.011;;;
GetOrder;12/3/2023 02:55:58.071;12/3/2023 02:55:59.071;;;
ModifyItem;12.03.23 04:13;12/3/2023 04:13:11.067;;;
GetOrder;12/3/2023 08:30:10.051;12/3/2023 08:30:10.067;;;
GetTrackingData;12.03.23 09:08;12/3/2023 09:08:45.007;;;
GetItemList;12.03.23 10:12;12/3/2023 10:13:01.057;;;
GetPaymentList;12.03.23 13:00;12/3/2023 13:00:06.047;;;
GetItem;12.03.23 18:34;12/3/2023 18:34:19.044;;;
GetItemList;12/3/2023 19:38:34.011;12/3/2023 19:38:35.077;;;
SetPayment;12.03.23 23:17;12/3/2023 23:17:06.037;;;
GetOrderList;13.01.23 01:21;13/1/2023 01:21:48.070;;;
SendNotification;13.01.23 06:17;13/1/2023 06:17:26.027;;;
GetTrackingData;13.01.23 06:30;13/1/2023 06:30:18.090;;;
GetOrder;13.01.23 06:43;13/1/2023 06:43:08.087;;;
SetPayment;13.01.23 12:30;13/1/2023 12:30:12.047;;;
SetDeliveryAddress;13.01.23 15:04;13/1/2023 15:04:26.023;;;
GetTrackingData;13.01.23 19:47;13/1/2023 19:47:13.083;;;
GetPaymentList;13.01.23 20:38;13/1/2023 20:38:38.053;;;
GetPaymentList;13.01.23 21:30;13/1/2023 21:30:04.040;;;
GetPaymentMethods;13.01.23 22:34;13/1/2023 22:34:19.090;;;
Login;13.01.23 22:47;13/1/2023 22:47:10.053;;;
GetPaymentList;13.02.23 01:10;13/2/2023 01:10:19.014;;;
AddItemToOrder;13.02.23 04:10;13/2/2023 04:10:16.067;;;
GetOrder;13.02.23 05:14;13/2/2023 05:14:31.034;;;
GetOrderList;13.02.23 08:27;13/2/2023 08:27:20.017;;;
SetPayment;13.02.23 10:23;13/2/2023 10:23:01.054;;;
SetPayment;13.02.23 11:52;13/2/2023 11:52:59.047;;;
GetOrderList;13.02.23 15:18;13/2/2023 15:18:39.010;;;
SetPayment;13.02.23 17:27;13/2/2023 17:27:11.027;;;
GetOrderList;13.02.23 18:57;13/2/2023 18:57:11.054;;;
AddItemToOrder;13.02.23 20:14;13/2/2023 20:14:18.084;;;
ModifyItem;13.02.23 22:48;13/2/2023 22:48:41.027;;;
SetPayment;13.03.23 05:42;13/3/2023 05:42:43.071;;;
SendNotification;13.03.23 06:21;13/3/2023 06:21:16.027;;;
GetOrderList;13.03.23 08:16;13/3/2023 08:16:57.097;;;
GetOrderList;13.03.23 08:55;13/3/2023 08:55:31.087;;;
Login;13.03.23 11:16;13/3/2023 11:16:54.067;;;
AddItemToOrder;13.03.23 15:21;13/3/2023 15:21:08.037;;;
GetPaymentList;14.01.23 02:25;14/1/2023 02:25:41.013;;;
ModifyOrder;14.01.23 04:21;14/1/2023 04:21:28.017;;;
ModifyItem;14.01.23 06:29;14/1/2023 06:30:02.067;;;
GetOrder;14.01.23 07:47;14/1/2023 07:47:02.063;;;
GetOrderList;14/1/2023 08:12:44.040;14/1/2023 08:12:45.023;;;
ModifyOrder;14.01.23 09:42;14/1/2023 09:42:46.083;;;
GetOrderList;14.01.23 12:29;14/1/2023 12:29:50.090;;;
SetDeliveryAddress;14/1/2023 16:34:02.010;14/1/2023 16:34:02.043;;;
AddItemToOrder;14.01.23 17:25;14/1/2023 17:25:27.047;;;
GetItem;14.01.23 20:51;14/1/2023 20:51:08.027;;;
GetOrderList;14.01.23 21:03;14/1/2023 21:03:58.007;;;
AddItemToOrder;14.01.23 23:51;14/1/2023 23:51:04.080;;;
GetItem;14.02.23 00:18;14/2/2023 00:18:31.020;;;
GetItem;14.02.23 01:09;14/2/2023 01:09:56.057;;;
GetOrderList;14.02.23 01:22;14/2/2023 01:22:48.004;;;
GetItemList;14.02.23 04:35;14/2/2023 04:35:36.087;;;
GetOrder;14/2/2023 05:39:51.070;14/2/2023 05:39:52.070;;;
SetDeliveryAddress;14.02.23 09:18;14/2/2023 09:18:22.014;;;
SendNotification;14.02.23 12:05;14/2/2023 12:05:29.054;;;
GetOrder;14.02.23 15:31;14/2/2023 15:31:09.084;;;
ModifyItem;14.02.23 20:52;14/2/2023 20:52:35.017;;;
ModifyOrder;14/2/2023 21:31:02.090;14/2/2023 21:31:03.090;;;
GetPaymentMethods;14.03.23 01:25;14/3/2023 01:25:15.031;;;
AddItemToOrder;14.03.23 01:50;14/3/2023 01:50:58.057;;;
Login;14.03.23 02:16;14/3/2023 02:16:40.034;;;
ModifyItem;14.03.23 05:16;14/3/2023 05:16:41.071;;;
SetDeliveryAddress;14.03.23 06:33;14/3/2023 06:33:46.034;;;
SendNotification;14.03.23 06:46;14/3/2023 06:46:37.081;;;
GetOrder;14.03.23 07:50;14/3/2023 07:50:52.097;;;
SendNotification;14.03.23 08:03;14/3/2023 08:03:44.061;;;
GetItemList;14.03.23 08:42;14/3/2023 08:42:18.034;;;
GetPaymentMethods;14.03.23 10:25;14/3/2023 10:25:08.057;;;
GetItemList;14.03.23 10:37;14/3/2023 10:37:59.037;;;
ModifyOrder;14.03.23 13:12;14/3/2023 13:12:14.031;;;
GetOrderList;14.03.23 13:50;14/3/2023 13:50:47.037;;;
GetItemList;14/3/2023 14:29:20.011;14/3/2023 14:29:20.094;;;
GetOrderList;14.03.23 18:46;14/3/2023 18:46:25.061;;;
GetOrder;14.03.23 20:03;14/3/2023 20:03:32.091;;;
GetItem;15.01.23 00:29;15/1/2023 00:29:38.087;;;
SetPayment;15.01.23 07:33;15/1/2023 07:33:49.077;;;
Login;15.01.23 08:12;15/1/2023 08:12:22.017;;;
AddItemToOrder;15.01.23 08:50;15/1/2023 08:50:56.073;;;
GetItem;15.01.23 10:46;15/1/2023 10:46:37.093;;;
SendNotification;15.01.23 11:25;15/1/2023 11:25:11.000;;;
SendNotification;15.01.23 11:38;15/1/2023 11:38:03.030;;;
GetPaymentList;15.01.23 11:50;15/1/2023 11:50:54.060;;;
GetPaymentMethods;15.01.23 14:12;15/1/2023 14:12:17.090;;;
SetDeliveryAddress;15.01.23 16:33;15/1/2023 16:33:40.037;;;
ModifyOrder;15/1/2023 16:46:31.000;15/1/2023 16:46:34.033;;;
GetPaymentList;15.01.23 18:16;15/1/2023 18:16:30.010;;;
Login;15.01.23 22:59;15/1/2023 22:59:18.037;;;
GetPaymentMethods;15.02.23 00:56;15/2/2023 00:56:43.054;;;
GetTrackingData;15.02.23 02:13;15/2/2023 02:13:50.034;;;
AddItemToOrder;15.02.23 04:48;15/2/2023 04:48:04.010;;;
AddItemToOrder;15.02.23 05:13;15/2/2023 05:13:48.004;;;
ModifyOrder;15.02.23 06:30;15/2/2023 06:30:55.084;;;
SendNotification;15.02.23 09:30;15/2/2023 09:30:51.054;;;
GetItem;15.02.23 12:30;15/2/2023 12:30:49.057;;;
Login;15.02.23 20:13;15/2/2023 20:13:33.070;;;
GetItemList;15.03.23 02:42;15/3/2023 02:42:01.071;;;
GetOrder;15.03.23 02:54;15/3/2023 02:54:52.051;;;
ModifyOrder;15.03.23 04:50;15/3/2023 04:50:41.071;;;
SendNotification;15.03.23 05:54;15/3/2023 05:54:50.037;;;
